adoc_file,line_number,excerpt,parameter_name,named,class,value_type,confidence,notes
rnmi.adoc,25,"RNMI also has an associated exception trap handler address, which is implementation defined.",RNMI_EXCEPTION_TRAP_HANDLER_ADDRESS,no,NON_ISA,value,high,"needs review: multiple UDB matches (TRAP_ON_ECALL_FROM_M, TRAP_ON_ECALL_FROM_S, TRAP_ON_ECALL_FROM_U, TRAP_ON_ECALL_FROM_VS)"
rnmi.adoc,62,"Prior to writing `mnepc`, implementations may convert an invalid address into some other invalid address that `mnepc` is capable of holding.",MNEPC_INVALID_ADDRESS_CONVERSION,no,NORM_DIRECT,binary,high,newly discovered
rnmi.adoc,70,"If the reason is an interrupt and RNMI causes are not supported, bit MXLEN-1 is set to 1, and zero is written to the least-significant bits.",RNMI_CAUSE_CODES_SUPPORTED,no,NORM_DIRECT,binary,high,newly discovered
rv32.adoc,598,The EEI will define whether the memory system is little-endian or big-endian.,ENDIANNESS_LITTLE_OR_BIG,no,NON_ISA,binary,high,newly discovered
rv32.adoc,635,"Loads and stores whose effective address is not naturally aligned to the referenced datatype (i.e., the effective address is not divisible by the size of the access in bytes) have behavior dependent on the EEI.",MISALIGNED_LDST_EEI_DEPENDENT_BEHAVIOR,no,NON_ISA,enum,high,newly discovered
rv32.adoc,641,misaligned loads and stores can be handled in hardware,MISALIGNED_LDST_FULLY_HW_SUPPORTED,no,NORM_DIRECT,binary,high,newly discovered
rv32.adoc,642,via an invisible trap into the execution environment implementation,MISALIGNED_LDST_INVISIBLE_TRAP,no,NORM_DIRECT,binary,high,newly discovered
rv32.adoc,643,combination of hardware and invisible trap depending on address,MISALIGNED_LDST_HW_OR_INVISIBLE_TRAP_FUNC_OF_ADDR,no,NORM_DIRECT,binary,high,newly discovered
rv32.adoc,646,loads and stores that are not naturally aligned may either complete execution successfully or raise an exception,MISALIGNED_LDST_FULLY_HW_SUPPORTED_OR_VISIBLE_TRAP,no,NORM_DIRECT,binary,high,newly discovered
rv32.adoc,653,"When an EEI does not guarantee misaligned loads and stores are handled invisibly, the EEI must define if exceptions caused by address misalignment result in a contained trap (allowing software running inside the execution environment to handle the trap) or a fatal trap (terminating execution).",MISALIGNED_LDST_CONTAINED_OR_FATAL_TRAP,no,NON_ISA,binary,high,newly discovered
rv64.adoc,16,"These ""*W"" instructions ignore the upper 32 bits of their inputs and always produce 32-bit signed values, sign-extending them to 64 bits, i.e. bits XLEN-1 through 31 are equal.",RV64_W_INSTRUCTION_BEHAVIOR,no,NORM_DIRECT,binary,high,newly discovered
rv64.adoc,67,"SLLIW, SRLIW, and SRAIW encodings with _imm[5] {ne} 0_ are reserved.",SLLIW_SRLIW_SRAIW_IMM5_HANDLING,no,NORM_DIRECT,enum,medium,newly discovered
rvwmo.adoc,108,A misaligned load or store instruction may be decomposed into a set of component memory operations of any granularity.,MISALIGNED_SPLIT_STRATEGY,yes,NORM_DIRECT,enum,high,
rvwmo.adoc,109,A floating-point load or store of more than XLEN bits may also be decomposed into a set of component memory operations of any granularity.,FP_LDST_DECOMPOSITION_STRATEGY,no,NORM_DIRECT,enum,high,newly discovered
scalar-crypto.adoc,372,The entropy source extension defines the `seed` CSR at address `0x015`.,SEED_CSR_ADDRESS,no,NORM_DIRECT,value,high,newly discovered
scalar-crypto.adoc,3530,Attempts to access the `seed` CSR using a read-only CSR-access instruction (`CSRRS`/`CSRRC` with _rs1_=`x0` or `CSRRSI`/`CSRRCI` with _uimm_=0) raise an illegal-instruction exception; any other CSR-access instruction may be used to access `seed`.,SEED_CSR_ACCESS_CONTROL,no,NORM_DIRECT,binary,high,newly discovered
scalar-crypto.adoc,3548,"The `seed` CSR is also access controlled by execution mode, and attempted read or write access will raise an illegal-instruction exception outside M mode unless access is explicitly granted.",SEED_CSR_MODE_ACCESS,no,NORM_DIRECT,enum,high,newly discovered
scalar-crypto.adoc,3567,An implementation may safely set reserved and custom bits to zeros.,SEED_CSR_RESERVED_BITS,no,NORM_DIRECT,bitmask,medium,newly discovered
scalar-crypto.adoc,3754,"Implementations may implement `mseccfg` such that `[s,u]seed` is a read-only constant value `0`.",MSECCFG_SEED_FIELDS_IMPLEMENTED,no,NORM_CSR_RW,binary,high,newly discovered
scalar-crypto.adoc,3762,The Zkt extension attests that the machine has data-independent execution time for a safe subset of instructions.,ZKT_IMPLEMENTED,no,NORM_DIRECT,binary,high,newly discovered
scalar-crypto.adoc,3810,"Vendors do not have to implement all of the list's instructions to be Zkt compliant; however, if they claim to have Zkt and implement any of the listed instructions, it must have data-independent latency.",ZKT_INSTRUCTION_SUBSET,no,NORM_DIRECT,set,high,newly discovered
scalar-crypto.adoc,5549,"When not implemented (e.g., in virtual machines), `mnoise` can permanently read zero (`0x00000000`) and ignore writes.",MNOISE_CSR_IMPLEMENTED,no,NORM_DIRECT,binary,medium,newly discovered
scalar-crypto.adoc,5551,"When available, but `NOISE_TEST = 0`, `mnoise` can return a nonzero constant (e.g. `0x00000001`) but no noise samples.",MNOISE_CSR_IDLE_VALUE,no,NORM_DIRECT,value,medium,newly discovered
smcdeleg.adoc,32,"When the Smcdeleg/Ssccfg extensions are enabled (`menvcfg`.CDE=1), it further allows M-mode to delegate select counters to S-mode.",SMCDELEG_SSCCFG_SUPPORT,no,NORM_DIRECT,binary,high,newly discovered
smcdeleg.adoc,82,"If any extension upon which the underlying state depends is not implemented, an attempt from M or S mode to access the given state through `sireg*` raises an illegal-instruction exception.",SMCNTRPMF_SUPPORT,no,NORM_DIRECT,binary,high,newly discovered
smcdeleg.adoc,82,"If any extension upon which the underlying state depends is not implemented, an attempt from M or S mode to access the given state through `sireg*` raises an illegal-instruction exception.",SSCOFPMF_SUPPORT,no,NORM_DIRECT,binary,high,newly discovered
smcdeleg.adoc,82,"If any extension upon which the underlying state depends is not implemented, an attempt from M or S mode to access the given state through `sireg*` raises an illegal-instruction exception.",ZICNTR_SUPPORT,no,NORM_DIRECT,binary,high,newly discovered
smcdeleg.adoc,82,"If any extension upon which the underlying state depends is not implemented, an attempt from M or S mode to access the given state through `sireg*` raises an illegal-instruction exception.",ZIHPM_SUPPORT,no,NORM_DIRECT,binary,high,newly discovered
smcdeleg.adoc,118,the local-counter-overflow interrupt (LCOFI) bit (bit 13) in each of CSRs `mvip` and `mvien` is implemented and writable.,MVIEN_LCOFI_IMPLEMENTED,no,NORM_CSR_RW,binary,high,newly discovered
smcdeleg.adoc,118,the local-counter-overflow interrupt (LCOFI) bit (bit 13) in each of CSRs `mvip` and `mvien` is implemented and writable.,MVIP_LCOFI_IMPLEMENTED,no,NORM_CSR_RW,binary,high,newly discovered
smcdeleg.adoc,123,the LCOFI bit (bit 13) in each of `hvip` and `hvien` is implemented and writable.,HVIEN_LCOFI_IMPLEMENTED,no,NORM_CSR_RW,binary,high,newly discovered
smcdeleg.adoc,123,the LCOFI bit (bit 13) in each of `hvip` and `hvien` is implemented and writable.,HVIP_LCOFI_IMPLEMENTED,no,NORM_CSR_RW,binary,high,newly discovered
smcntrpmf.adoc,35,"For each bit in 61:58, if the associated privilege mode is not implemented, the bit is read-only zero.",MCYCLECFG_PRIVILEGE_MODE_BITS,no,NORM_CSR_RW,bitmask,high,newly discovered
smctr.adoc,9,The number of records that can be held in the buffer depends upon both the implementation (the maximum supported depth) and the CTR configuration (the software selected depth).,CTR_MAX_DEPTH,no,NORM_DIRECT,value,high,newly discovered
smctr.adoc,108,"All fields are optional except for M, S, U, and BPFRZ. All unimplemented fields are read-only 0, while all implemented fields are writable.",MCTRCTL_FIELD_SUPPORT,no,NORM_CSR_RW,bitmask,high,newly discovered
smctr.adoc,108,"If the Sscofpmf extension is implemented, LCOFIFRZ must be writable.",MCTRCTL_LCOFIFRZ_CONDITIONAL,no,NORM_CSR_RW,binary,high,newly discovered
smctr.adoc,162,It is implementation-specific which DEPTH value(s) are supported.,SCTRDEPTH_SUPPORTED_VALUES,no,NORM_CSR_WARL,set,high,newly discovered
smctr.adoc,217,The optional MISP bit is set by the hardware when the recorded transfer is an instruction whose target or taken/not-taken direction was mispredicted by the branch predictor. MISP is read-only 0 when not implemented.,CTRTARGET_MISP_SUPPORT,no,NORM_CSR_RW,binary,high,newly discovered
smctr.adoc,227,"This register must be implemented, though all fields within it are optional. Unimplemented fields are read-only 0.",CTRDATA_FIELD_SUPPORT,no,NORM_CSR_RW,bitmask,high,newly discovered
smctr.adoc,244,Implementations that do not support this field will report 0.,CTRDATA_TYPE_SUPPORT,no,NORM_CSR_RW,binary,high,newly discovered
smctr.adoc,456,"If external trap recording is implemented, `mctrctl`.MTE and `sctrctl`.STE must be implemented, while `vsctrctl`.STE must be implemented if the H extension is implemented.",EXTERNAL_TRAP_RECORDING_SUPPORT,no,NORM_DIRECT,binary,high,newly discovered
smctr.adoc,459,All transfer type filter bits are optional.,TRANSFER_TYPE_FILTER_SUPPORT,no,NORM_CSR_RW,bitmask,high,newly discovered
smctr.adoc,520,The `ctrdata` register may optionally include a count of CPU cycles elapsed since the prior CTR record.,CYCLE_COUNTING_SUPPORT,no,NORM_DIRECT,binary,high,newly discovered
smctr.adoc,540,"An implementation that supports cycle counting must implement CCV and all CCM bits, but may implement 0..4 exponent bits in CCE. Unimplemented CCE bits are read-only 0.",CCE_WIDTH,no,NORM_CSR_RW,range,high,newly discovered
smctr.adoc,572,"When the optional `__x__ctrctl`.RASEMU bit is implemented and set to 1, transfer recording behavior is altered to emulate the behavior of a return-address stack (RAS).",RASEMU_SUPPORT,no,NORM_CSR_RW,binary,high,newly discovered
smdbltrp.adoc,13,The extension introduces a mechanism to enter Debug Mode instead of asserting a critical-error signal to the platform when the hart is in a critical error state.,SMDBLTRP_DEBUG_MODE_ON_CRITICAL_ERROR,no,NORM_DIRECT,binary,medium,newly discovered
smepmp.adoc,44,"this extension introduces the `RLB`, `MMWP`, and `MML` fields in the `mseccfg` CSR and their associated rules.",MSECCFG_MML_IMPLEMENTED,no,NORM_CSR_RW,binary,high,newly discovered
smepmp.adoc,44,"this extension introduces the `RLB`, `MMWP`, and `MML` fields in the `mseccfg` CSR and their associated rules.",MSECCFG_MMWP_IMPLEMENTED,no,NORM_CSR_RW,binary,high,newly discovered
smepmp.adoc,44,"this extension introduces the `RLB`, `MMWP`, and `MML` fields in the `mseccfg` CSR and their associated rules.",MSECCFG_RLB_IMPLEMENTED,no,NORM_CSR_RW,binary,high,newly discovered
smepmp.adoc,69,"Since all fields defined in ``mseccfg`` as part of this extension are locked when set (``MMWP``/``MML``) or locked when cleared (``RLB``), software can't poll them for determining the presence of Smepmp.",SMEPMP_EXTENSION_IMPLEMENTED,no,NORM_DIRECT,binary,high,newly discovered
smstateen.adoc,127,"Each standard-defined bit of a `stateen` CSR is WARL and may be read-only zero or one, subject to the following conditions.",HSTATEEN_AIA_TYPE,yes,NORM_CSR_RW,enum,high,
smstateen.adoc,127,"Each standard-defined bit of a `stateen` CSR is WARL and may be read-only zero or one, subject to the following conditions.",HSTATEEN_CONTEXT_TYPE,yes,NORM_CSR_RW,enum,high,
smstateen.adoc,127,"Each standard-defined bit of a `stateen` CSR is WARL and may be read-only zero or one, subject to the following conditions.",HSTATEEN_ENVCFG_TYPE,yes,NORM_CSR_RW,enum,high,
smstateen.adoc,127,"Each standard-defined bit of a `stateen` CSR is WARL and may be read-only zero or one, subject to the following conditions.",HSTATEEN_IMSIC_TYPE,yes,NORM_CSR_RW,enum,high,
smstateen.adoc,127,"Each standard-defined bit of a `stateen` CSR is WARL and may be read-only zero or one, subject to the following conditions.",MSTATEEN_AIA_TYPE,yes,NORM_CSR_RW,enum,high,
smstateen.adoc,127,"Each standard-defined bit of a `stateen` CSR is WARL and may be read-only zero or one, subject to the following conditions.",MSTATEEN_CONTEXT_TYPE,yes,NORM_CSR_RW,enum,high,
smstateen.adoc,127,"Each standard-defined bit of a `stateen` CSR is WARL and may be read-only zero or one, subject to the following conditions.",MSTATEEN_ENVCFG_TYPE,yes,NORM_CSR_RW,enum,high,
smstateen.adoc,127,"Each standard-defined bit of a `stateen` CSR is WARL and may be read-only zero or one, subject to the following conditions.",MSTATEEN_IMSIC_TYPE,yes,NORM_CSR_RW,enum,high,
smstateen.adoc,127,"Each standard-defined bit of a `stateen` CSR is WARL and may be read-only zero or one, subject to the following conditions.",MSTATEEN_JVT_TYPE,yes,NORM_CSR_RW,enum,high,
smstateen.adoc,127,"Each standard-defined bit of a `stateen` CSR is WARL and may be read-only zero or one, subject to the following conditions.",SSTATEEN_JVT_TYPE,yes,NORM_CSR_RW,enum,high,
sscofpmf.adoc,48,"For each ``x``INH bit, if the associated privilege mode is not implemented, the bit is read-only zero.",MHPMEVENT_INH_BITS_IMPLEMENTED,no,NORM_CSR_RW,bitmask,high,newly discovered
ssdbltrp.adoc,10,The Ssdbltrp extension adds the `menvcfg`.DTE (See <<sec:menvcfg>>) and the `sstatus`.SDT fields (See <<sstatus>>).,SSDBLTRP_EXTENSION,no,NORM_DIRECT,binary,high,newly discovered
ssdbltrp.adoc,11,"If the hypervisor extension is additionally implemented, then the extension adds the `henvcfg`.DTE (See <<sec:henvcfg>>) and the `vsstatus`.SDT fields (See <<vsstatus>>).",HYPERVISOR_EXTENSION,no,NORM_DIRECT,binary,high,newly discovered
sstc.adoc,21,This extension adds the S-level `stimecmp` CSR (<<stimecmp>>),STIMECMP_IMPLEMENTED,no,NORM_DIRECT,binary,high,newly discovered
sstc.adoc,21,and the VS-level `vstimecmp` CSR (<<vstimecmp>>).,VSTIMECMP_IMPLEMENTED,no,NORM_DIRECT,binary,high,newly discovered
sstc.adoc,22,This extension adds the `STCE` bit to the `menvcfg` (<<sec:menvcfg>>) and `henvcfg` (<<sec:henvcfg>>) CSRs.,STCE_BIT_IMPLEMENTED,no,NORM_DIRECT,binary,high,newly discovered
supervisor.adoc,127,"When SXLEN=64, it is a *WARL* field that encodes the current value of UXLEN. In particular, an implementation may make UXL be a read-only field whose value always ensures that UXLEN=SXLEN.",SSTATUS_UXL_ACCESS,no,NORM_CSR_RW,binary,high,newly discovered
supervisor.adoc,142,"When such a HINT is executed with XLEN < SXLEN and bits SXLEN..XLEN of the destination register not all equal to bit XLEN-1, it is implementation-defined whether bits SXLEN..XLEN of the destination register are unchanged or are overwritten with copies of bit XLEN-1.",HINT_SXLEN_PARAM,no,NORM_DIRECT,binary,high,newly discovered
supervisor.adoc,189,SUM is read-only 0 if `satp`.MODE is read-only 0.,SSTATUS_SUM_ACCESS,no,NORM_CSR_RW,binary,high,newly discovered
supervisor.adoc,218,"The UBE bit is a *WARL* field that controls the endianness of explicit memory accesses made from U-mode, which may differ from the endianness of memory accesses in S-mode. An implementation may make UBE be a read-only field that always specifies the same endianness as for S-mode.",SSTATUS_UBE_ACCESS,no,NORM_CSR_RW,enum,high,newly discovered
supervisor.adoc,244,The S-mode-disable-trap (`SDT`) bit is a WARL field introduced by the Ssdbltrp extension to address double trap,SSTATUS_SDT_ACCESS,no,NORM_CSR_RW,binary,high,newly discovered
supervisor.adoc,378,Each individual bit in register `sip` may be writable or may be read-only.,SIP_ACCESS,no,NORM_CSR_RW,bitmask,high,newly discovered
supervisor.adoc,384,A bit in `sie` must be writable if the corresponding interrupt can ever become pending. Bits of `sie` that are not writable are read-only zero.,SIE_ACCESS,no,NORM_CSR_RW,bitmask,high,newly discovered
supervisor.adoc,442,"Each standard interrupt type (SEI, STI, SSI, or LCOFI) may not be implemented, in which case the corresponding interrupt-pending and interrupt-enable bits are read-only zeros.",SIP_SIE_UNIMPL,no,NORM_CSR_RW,bitmask,high,newly discovered
supervisor.adoc,481,"`scounteren` must be implemented. However, any of the bits may be read-only zero, indicating reads to the corresponding counter will cause an exception when executing in U-mode. Hence, they are effectively *WARL* fields.",SCOUNTEREN_ACCESS,no,NORM_CSR_RW,bitmask,high,newly discovered
supervisor.adoc,516,`sepc` is a *WARL* register that must be able to hold all valid virtual addresses. It need not be capable of holding all possible invalid addresses.,SEPC_WARL_VALUES,no,NORM_CSR_WARL,set,high,newly discovered
supervisor.adoc,540,"The Exception Code is a *WLRL* field. It is required to hold the values 0–31 (i.e., bits 4–0 must be implemented), but otherwise it is only guaranteed to hold supported exception codes.",SCAUSE_EXCEPTION_CODE_WARL_VALUES,no,NORM_CSR_WARL,set,high,newly discovered
supervisor.adoc,598,The `stval` register can optionally also be used to return the faulting instruction bits on an illegal-instruction exception,REPORT_ENCODING_IN_STVAL_ON_ILLEGAL_INSTRUCTION,yes,NORM_DIRECT,binary,high,
supervisor.adoc,625,`stval` is a *WARL* register that must be able to hold all valid virtual addresses and the value 0. It need not be capable of holding all possible invalid addresses.,STVAL_WARL_VALUES,no,NORM_CSR_WARL,set,high,newly discovered
supervisor.adoc,670,"If `satp`.MODE is read-only zero (always Bare), the implementation may make FIOM read-only zero.",SENVCFG_FIOM_ACCESS,no,NORM_CSR_RW,binary,high,newly discovered
supervisor.adoc,708,"When the Zicboz extension is not implemented, `CBZE` is read-only zero.",SENVCFG_CBZE_ACCESS,no,NORM_CSR_RW,binary,high,newly discovered
supervisor.adoc,715,"When the Zicbom extension is not implemented, `CBCFE` is read-only zero.",SENVCFG_CBCFE_ACCESS,no,NORM_CSR_RW,binary,high,newly discovered
supervisor.adoc,720,"When the Zicbom extension is not implemented, `CBIE` is read-only zero.",SENVCFG_CBIE_ACCESS,no,NORM_CSR_RW,binary,high,newly discovered
supervisor.adoc,738,"If Ssnpm is not implemented, `PMM` is read-only zero. The `PMM` field is read-only zero for RV32.",SENVCFG_PMM_ACCESS,no,NORM_CSR_RW,binary,high,newly discovered
supervisor.adoc,810,"Implementations are not required to support all MODE settings, and if `satp` is written with an unsupported MODE, the entire write has no effect; no fields in `satp` are modified.",SATP_MODE_BARE,yes,NORM_CSR_WARL,binary,high,
supervisor.adoc,815,"The number of ASID bits is UNSPECIFIED and may be zero. The number of implemented ASID bits, termed _ASIDLEN_, may be determined by writing one to every bit position in the ASID field, then reading back the value in `satp` to see which bit positions in the ASID field hold a one.",ASID_WIDTH,yes,NORM_DIRECT,range,high,
supervisor.adoc,1156,"For implementations that make `satp`.MODE read-only zero (always Bare), attempts to execute an SFENCE.VMA instruction might raise an illegal-instruction exception.",TRAP_ON_SFENCE_VMA_WHEN_SATP_MODE_IS_READ_ONLY,yes,NORM_DIRECT,binary,medium,
supervisor.adoc,1372,"If Svnapot is not implemented, bit 63 remains reserved and must be zeroed by software for forward compatibility, or else a page-fault exception is raised",SVNAPOT_IMPLEMENTED,no,NORM_DIRECT,binary,high,newly discovered
supervisor.adoc,1376,"If Svpbmt is not implemented, bits 62-61 remain reserved and must be zeroed by software for forward compatibility, or else a page-fault exception is raised",SVPBMT_IMPLEMENTED,no,NORM_DIRECT,binary,high,newly discovered
supervisor.adoc,1669,Implementations may override additional PMAs not explicitly listed in <<pbmt>>.,SVPBMT_IMPL_MAY_OVERRIDE_PMAS,no,NORM_DIRECT,set,medium,newly discovered
supervisor.adoc,1851,"If the Svadu extension is implemented, the `menvcfg`.ADUE field is writable.",SVADU_IMPLEMENTED,no,NORM_DIRECT,binary,high,newly discovered
supervisor.adoc,1852,"If the hypervisor extension is additionally implemented, the `henvcfg`.ADUE field is also writable.",HYPERVISOR_IMPLEMENTED,no,NORM_DIRECT,binary,high,newly discovered
supervisor.adoc,1924,Both `RCID` and `MCID` are WARL fields.,SRMCFG_MCID_WARL_VALUES,no,NORM_CSR_WARL,range,high,newly discovered
supervisor.adoc,1924,Both `RCID` and `MCID` are WARL fields.,SRMCFG_RCID_WARL_VALUES,no,NORM_CSR_WARL,range,high,newly discovered
unpriv-cfi.adoc,71,The `LPAD` instruction (See <<LP_INST>>) is encoded using the `AUIPC` major opcode with _rd_=`x0`.,ZICFILP_LPAD_ENCODING,no,NORM_DIRECT,binary,high,newly discovered
unpriv-cfi.adoc,149,"To support labeled landing pads, the indirect call/jump sites establish an expected landing pad label (e.g., using the `LUI` instruction) in the bits 31:12 of the `x7` register.",ZICFILP_LABEL_SUPPORT,no,NORM_DIRECT,binary,high,newly discovered
unpriv-cfi.adoc,151,"The `LPAD` instruction is encoded with a 20-bit immediate value called the landing-pad-label (`LPL`) that is matched to the expected landing pad label. When `LPL` is encoded as zero, the `LPAD` instruction does not perform the label check and in programs built with this single label mode of operation the indirect call/jump sites do not need to establish an expected landing pad label value in `x7`.",ZICFILP_LPL_ENCODING,no,NORM_DIRECT,range,high,newly discovered
unpriv-cfi.adoc,179,"When Zicfilp is enabled, `LPAD` is the only instruction allowed to execute when the `ELP` state is `LP_EXPECTED`. If Zicfilp is not enabled then the instruction is a no-op.",ZICFILP_ENABLED,no,NORM_DIRECT,binary,high,newly discovered
unpriv-cfi.adoc,180,"If Zicfilp is enabled, the `LPAD` instruction causes a software-check exception with `__x__tval` set to ""landing pad fault (code=2)""",REPORT_CAUSE_IN_MTVAL_ON_LANDING_PAD_SOFTWARE_CHECK,yes,NORM_DIRECT,binary,high,
unpriv-cfi.adoc,183,The `pc` is not 4-byte aligned and `ELP` is `LP_EXPECTED`.,ZICFILP_LPAD_ALIGNMENT_REQUIREMENT,no,NORM_DIRECT,value,high,newly discovered
unpriv-cfi.adoc,184,The `ELP` is `LP_EXPECTED` and the `LPL` is not zero and the `LPL` does not match the expected landing pad label in bits 31:12 of the `x7` register.,ZICFILP_LABEL_MISMATCH_EXCEPTION,no,NORM_DIRECT,binary,high,newly discovered
unpriv-cfi.adoc,244,"When Zicfiss is enabled, each function that needs to spill the link register, typically non-leaf functions, store the link register value to the regular stack and a shadow copy of the link register value to the shadow stack when the function is entered (the prologue).",ZICFISS_ENABLED,no,NORM_DIRECT,binary,high,newly discovered
unpriv-cfi.adoc,246,"When such a function returns (the epilogue), the function loads the link register from the regular stack and the shadow copy of the link register from the shadow stack.",ZICFISS_LINK_REG_RESTORE,no,NORM_DIRECT,binary,medium,newly discovered
unpriv-cfi.adoc,247,"Then, the link register value from the regular stack and the shadow link register value from the shadow stack are compared. A mismatch of the two values is indicative of a subversion of the return address control variable and causes a software-check exception.",REPORT_CAUSE_IN_MTVAL_ON_SHADOW_STACK_SOFTWARE_CHECK,yes,NORM_DIRECT,binary,high,
unpriv-cfi.adoc,250,"The Zicfiss instructions, except `SSAMOSWAP.W/D`, are encoded using a subset of May-Be-Operation instructions defined by the Zimop and Zcmop extensions.",ZICFISS_INSTRUCTION_ENCODING,no,NORM_DIRECT,binary,high,newly discovered
unpriv-cfi.adoc,275,`SSPUSH x1` and `SSPUSH x5` - encoded using `MOP.RR.7`,ZICFISS_SSPUSH_ENCODING,no,NORM_DIRECT,enum,high,newly discovered
unpriv-cfi.adoc,276,`C.SSPUSH x1` - encoded using `C.MOP.1`,ZICFISS_C_SSPUSH_ENCODING,no,NORM_DIRECT,binary,high,newly discovered
unpriv-cfi.adoc,279,`SSPOPCHK x1` and `SSPOPCHK x5` - encoded using `MOP.R.28`,ZICFISS_SSPOPCHK_ENCODING,no,NORM_DIRECT,enum,high,newly discovered
unpriv-cfi.adoc,280,`C.SSPOPCHK x5` - encoded using `C.MOP.5`,ZICFISS_C_SSPOPCHK_ENCODING,no,NORM_DIRECT,binary,high,newly discovered
unpriv-cfi.adoc,283,`SSRDP` - encoded using `MOP.R.28`,ZICFISS_SSRDP_ENCODING,no,NORM_DIRECT,binary,high,newly discovered
unpriv-cfi.adoc,285,Perform an atomic swap from a shadow stack location (See <<SSAMOSWAP>>),ZICFISS_SSAMOSWAP_SUPPORT,no,NORM_DIRECT,binary,high,newly discovered
unpriv-cfi.adoc,294,The `ssp` CSR is an unprivileged read-write (URW) CSR that reads and writes `XLEN` low order bits of the shadow stack pointer (`ssp`).,SSP_CSR_ACCESS,no,NORM_CSR_RW,binary,high,newly discovered
unpriv-cfi.adoc,295,The CSR address is 0x011.,SSP_CSR_ADDRESS,no,NORM_DIRECT,value,high,newly discovered
unpriv-cfi.adoc,296,There is no high CSR defined as the `ssp` is always as wide as the `XLEN` of the current privilege mode.,SSP_CSR_WIDTH,no,NORM_DIRECT,binary,high,newly discovered
unpriv-cfi.adoc,297,"The bits 1:0 of `ssp` are read-only zero. If the UXLEN or SXLEN may never be 32, then the bit 2 is also read-only zero.",SSP_ALIGNMENT_BITS,no,NORM_CSR_RW,bitmask,high,newly discovered
v-st-ext.adoc,22,"The maximum size in bits of a vector element that any operation can produce or consume, _ELEN_ >= 8, which must be a power of 2.",ELEN,yes,NORM_DIRECT,value,high,
v-st-ext.adoc,24,"The number of bits in a single vector register, _VLEN_ >= ELEN, which must be a power of 2, and must be no greater than 2^16.",VLEN,yes,NORM_DIRECT,value,high,
v-st-ext.adoc,109,"Analogous to the way in which the floating-point unit is handled, the `mstatus.VS` field may exist even if `misa.V` is clear.",MSTATUS_VS_EXISTS,no,NORM_DIRECT,binary,high,newly discovered
v-st-ext.adoc,127,"Implementations may also change `mstatus.VS` or `vsstatus.VS` from Initial or Clean to Dirty at any time, even when there is no change in vector state.",HW_MSTATUS_VS_DIRTY_UPDATE,yes,SW_RULE,enum,medium,
v-st-ext.adoc,138,"For implementations with a writable `misa.V` field, the `vsstatus.VS` field may exist even if `misa.V` is clear.",VSSTATUS_VS_EXISTS,no,NORM_DIRECT,binary,high,newly discovered
v-st-ext.adoc,162,"A small implementation supporting ELEN=32 requires only seven bits of state in `vtype`: two bits for `ma` and `ta`, two bits for `vsew[1:0]` and three bits for `vlmul[2:0]`. The illegal value represented by `vill` can be internally encoded using the illegal 64-bit combination in `vsew[1:0]` without requiring an additional storage bit to hold `vill`.",VILL_IMPLICIT_ENCODING,no,NORM_DIRECT,binary,medium,newly discovered
v-st-ext.adoc,244,"Implementations must support LMUL integer values of 1, 2, 4, and 8.",LMUL_SUPPORT,no,NORM_DIRECT,set,high,newly discovered
v-st-ext.adoc,318,Instructions specifying an LMUL=2 vector register group with an odd-numbered vector register are reserved.,VREG_OFFGROUP_LMUL2_RSV,no,NORM_DIRECT,binary,high,newly discovered
v-st-ext.adoc,321,instructions specifying an LMUL=4 vector register group using vector register numbers that are not multiples of four are reserved.,VREG_OFFGROUP_LMUL4_RSV,no,NORM_DIRECT,binary,high,newly discovered
v-st-ext.adoc,324,instructions specifying an LMUL=8 vector register group using register numbers that are not multiples of eight are reserved.,VREG_OFFGROUP_LMUL8_RSV,no,NORM_DIRECT,binary,high,newly discovered
v-st-ext.adoc,1031,Implementations may set `vill` in either case.,RESERVED_VILL_SET,no,NORM_DIRECT,binary,high,newly discovered
v-st-ext.adoc,1088,All vector loads and stores may generate and accept a non-zero `vstart` value.,VECTOR_LS_VSTART,no,NORM_DIRECT,binary,medium,newly discovered
v-st-ext.adoc,1424,Load instructions may overwrite active destination vector register group elements past the element index at which the trap is reported.,VECTOR_LS_OVERWRITE_PAST_TRAP,no,NORM_DIRECT,binary,high,newly discovered
v-st-ext.adoc,1425,"Similarly, fault-only-first load instructions may update active destination elements past the element that causes trimming of the vector length (but not past the original vector length). The values of these spurious updates do not have to correspond to the values in memory at the addressed memory locations.",VECTOR_FF_PAST_TRAP,no,NORM_DIRECT,binary,high,newly discovered
v-st-ext.adoc,1598,"If a trap occurs during access to a segment, it is implementation-defined whether a subset of the faulting segment's accesses are performed before the trap is taken.",VECTOR_LS_SEG_PARTIAL_ACCESS,no,NORM_DIRECT,binary,high,newly discovered
v-st-ext.adoc,1693,"In both cases, it is implementation-defined whether a subset of the segment is loaded.",VECTOR_FF_SEG_PARTIAL_ACCESS,no,NORM_DIRECT,binary,high,newly discovered
v-st-ext.adoc,1696,These instructions may overwrite destination vector register group elements past the point at which a trap is reported or past the point at which vector length is trimmed.,VECTOR_LS_SEG_FF_OVERLOAD,no,NORM_DIRECT,binary,high,newly discovered
